run,output_dir,saved_index,step,peak_k,peak_kmin,peak_kmax,mid_kmin,mid_kmax,total_energy,peak_mode_energy,midrange_energy,high_k_energy
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,19,19000,3.0,2.0,4.0,9,41,0.00014049601000518705,0.000140496008507698,4.946041900030834e-13,2.4611532098406975e-14
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,20,20000,3.0,2.0,4.0,9,41,0.00015564230198420758,0.00015564230050116938,4.853050004932559e-13,2.197098493225937e-14
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,21,21000,3.0,2.0,4.0,9,41,0.00017156051213329453,0.00017156051066427374,4.762553669638729e-13,1.9640564509552444e-14
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,22,22000,3.0,2.0,4.0,9,41,0.00018825017616731828,0.00018825017471193648,4.674333574990085e-13,1.75822193364111e-14
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,23,23000,3.0,2.0,4.0,9,41,0.00020571083001794403,0.00020571082857587036,4.588219081360417e-13,1.5770990764685818e-14
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,24,24000,3.0,2.0,4.0,9,41,0.00022394200983353934,0.0002239420084044845,4.5041157418412693e-13,1.4190867066775931e-14
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,25,25000,3.0,2.0,4.0,9,41,0.00024294325197908137,0.00024294325056279224,4.4220242361371664e-13,1.2827240510098087e-14
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,26,26000,3.0,2.0,4.0,9,41,0.0002627140930360584,0.00026271409163231387,4.3420349708125015e-13,1.1658914036779025e-14
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,27,27000,3.0,2.0,4.0,9,41,0.0002832540698023841,0.0002832540684109912,4.264282878354459e-13,1.0654162792217233e-14
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,28,28000,3.0,2.0,4.0,9,41,0.000304562719292294,0.00030456271791308497,4.1888665897558166e-13,9.774133658158344e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,29,29000,3.0,2.0,4.0,9,41,0.0003266395787362649,0.00032663957736909404,4.1157732845904533e-13,8.982784896839786e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,30,30000,3.0,2.0,4.0,9,41,0.0003494841855809081,0.00034948418422564977,4.0448726090425325e-13,8.257800507175445e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,31,31000,3.0,2.0,4.0,9,41,0.0003730960774888902,0.00037309607614543615,3.976005234179022e-13,7.594924281708544e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,32,32000,3.0,2.0,4.0,9,41,0.0003974747923388291,0.0003974747910070871,3.909096816029926e-13,7.001417387400674e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,33,33000,3.0,2.0,4.0,9,41,0.0004226198682252065,0.00042261986690509854,3.844165869160521e-13,6.482010673379305e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,34,34000,3.0,2.0,4.0,9,41,0.0004485308434582745,0.0004485308421497348,3.7811686769355416e-13,6.0278339060859326e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,35,35000,3.0,2.0,4.0,9,41,0.0004752072565639621,0.00047520725526693655,3.7198017074947264e-13,5.618504162094088e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,36,36000,3.0,2.0,4.0,9,41,0.0005026486462837853,0.000502648644998229,3.6594597783963705e-13,5.237100487481984e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,37,37000,3.0,2.0,4.0,9,41,0.0005308545515747476,0.0005308545503006253,3.599387448947473e-13,4.884586351182496e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,38,38000,3.0,2.0,4.0,9,41,0.000559824511609259,0.0005598245103465419,3.5388327866525807e-13,4.578727988664759e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,39,39000,3.0,2.0,4.0,9,41,0.0005895580657750304,0.0005895580645236969,3.477035210071104e-13,4.337605919195981e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,40,40000,3.0,2.0,4.0,9,41,0.0006200547536749909,0.0006200547524350252,3.4131510513179424e-13,4.16330190224995e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,41,41000,3.0,2.0,4.0,9,41,0.0006513141151271912,0.0006513141138985822,3.3463565583015196e-13,4.037839602934456e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,42,42000,3.0,2.0,4.0,9,41,0.0006833356901647116,0.0006833356889474534,3.27615670410253e-13,3.928914091555528e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,43,43000,3.0,2.0,4.0,9,41,0.0007161190190355757,0.0007161190178296681,3.202657906517887e-13,3.802008405525862e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,44,44000,3.0,2.0,4.0,9,41,0.0007496636422026516,0.0007496636410081005,3.1265657784392615e-13,3.641746400507159e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,45,45000,3.0,2.0,4.0,9,41,0.0007839691003435503,0.0007839690991603699,3.0488998536678887e-13,3.469054818164401e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,46,46000,3.0,2.0,4.0,9,41,0.0008190349343505663,0.0008190349331787815,2.9706775578740745e-13,3.322890857943365e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,47,47000,3.0,2.0,4.0,9,41,0.000854860685330545,0.000854860684170196,2.892900669330062e-13,3.2128627728026278e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,48,48000,3.0,2.0,4.0,9,41,0.0008914458946048194,0.0008914458934559658,2.816826052245798e-13,3.1053695803574655e-15
nu_5e-05_f_0.01_m_2,outputs_spectra_refined/nu_5e-05_f_0.01_m_2,49,49000,3.0,2.0,4.0,9,41,0.0009287901037091062,0.0009287901025718323,2.7440084945983385e-13,2.9703107168303733e-15
